WARN  2013-03-31 20:41:28,312 [pool-1-thread-1] - Obsolete content type encountered: 'application/x-javascript'.
ERROR 2013-03-31 20:43:40,568 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://pagead2.googlesyndication.com/pagead/js/r20130326/r20130206/show_ads_impl.js] line=[12] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:40,568 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:43:40,568 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://pagead2.googlesyndication.com/pagead/js/r20130326/r20130206/show_ads_impl.js] line=[12] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:40,569 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:43:40,569 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://pagead2.googlesyndication.com/pagead/js/r20130326/r20130206/show_ads_impl.js] line=[13] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,094 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:43:42,097 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,155 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:43:42,155 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,156 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:43:42,156 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,162 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:43:42,162 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,163 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:43:42,163 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,164 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:43:42,164 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,168 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.10'.
ERROR 2013-03-31 20:43:42,168 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.10'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,169 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.9'.
ERROR 2013-03-31 20:43:42,169 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.9'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,170 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.8'.
ERROR 2013-03-31 20:43:42,170 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.8'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,171 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:43:42,171 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,172 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:43:42,172 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,173 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.5'.
ERROR 2013-03-31 20:43:42,173 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.5'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,174 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.4'.
ERROR 2013-03-31 20:43:42,174 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.4'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,175 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.3'.
ERROR 2013-03-31 20:43:42,175 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.3'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,176 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.2'.
ERROR 2013-03-31 20:43:42,176 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.2'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:42,314 [pool-1-thread-1] - Obsolete content type encountered: 'text/javascript'.
ERROR 2013-03-31 20:43:49,996 [pool-1-thread-1] - runtimeError: message=[The data necessary to complete this operation is not yet available.] sourceName=[http://hm.baidu.com/h.js?5faade0d566fcec8b00f8d195be751aa] line=[1] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:50,006 [pool-1-thread-1] - Unimplemented behavior: #default#userData
WARN  2013-03-31 20:43:50,013 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:43:50,013 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://hm.baidu.com/h.js?5faade0d566fcec8b00f8d195be751aa] line=[10] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,580 [pool-1-thread-1] - Obsolete content type encountered: 'text/javascript'.
ERROR 2013-03-31 20:43:52,590 [pool-1-thread-1] - runtimeError: message=[The data necessary to complete this operation is not yet available.] sourceName=[http://share.baidu.com/static/js/shell_v2.js?t=20] line=[1] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,789 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:43:52,789 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,792 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:43:52,792 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,793 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:43:52,793 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,802 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:43:52,802 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,803 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:43:52,803 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,804 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:43:52,804 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,809 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.10'.
ERROR 2013-03-31 20:43:52,809 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.10'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,810 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.9'.
ERROR 2013-03-31 20:43:52,810 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.9'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,811 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.8'.
ERROR 2013-03-31 20:43:52,811 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.8'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,812 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:43:52,812 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,813 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:43:52,813 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,814 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.5'.
ERROR 2013-03-31 20:43:52,814 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.5'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,815 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.4'.
ERROR 2013-03-31 20:43:52,815 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.4'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,816 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.3'.
ERROR 2013-03-31 20:43:52,816 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.3'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:52,821 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.2'.
ERROR 2013-03-31 20:43:52,821 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.2'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,446 [pool-1-thread-1] - Obsolete content type encountered: 'text/javascript'.
WARN  2013-03-31 20:43:56,794 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:43:56,794 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,796 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:43:56,796 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,959 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:43:56,959 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,962 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:43:56,962 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,963 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:43:56,963 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,963 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.
ERROR 2013-03-31 20:43:56,963 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[2] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,966 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.10'.
ERROR 2013-03-31 20:43:56,966 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.10'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,966 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.9'.
ERROR 2013-03-31 20:43:56,966 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.9'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,967 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.8'.
ERROR 2013-03-31 20:43:56,967 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.8'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,967 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.
ERROR 2013-03-31 20:43:56,967 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.7'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,967 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.
ERROR 2013-03-31 20:43:56,967 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.6'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,968 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.5'.
ERROR 2013-03-31 20:43:56,968 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.5'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,968 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.4'.
ERROR 2013-03-31 20:43:56,968 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.4'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
WARN  2013-03-31 20:43:56,969 [pool-1-thread-1] - Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.3'.
ERROR 2013-03-31 20:43:56,969 [pool-1-thread-1] - runtimeError: message=[Automation server can't create object for 'ShockwaveFlash.ShockwaveFlash.3'.] sourceName=[http://cbjs.baidu.com/js/o.js] line=[3] lineSource=[null] lineOffset=[0]
